id,type,capacity,certification,mpc,address,zip,phone,fax,lat,lon
Mountain Oak Charter School,Child Care::Center,59,,Prescott,1455 Willow Creek Road,86301,(928)541-7700,(928)445-1301,34.568846,-112.482117
Mountain School Elementary,Child Care::Center,59,,Flagstaff,311 West Cattle Drive,86001,(928)779-2392,(  )  -,35.162772,-111.66897
Mountain View Christian Church Of Phoenix Arizona,Child Care::Center,95,,Phoenix,2927 East Campbell Avenue,85016,(602)955-5832,(602)955-9421,33.502299,-112.01878
Ms. Buni's Gingerbread House Pllc,Child Care::Center,56,,Parker,1005 Mohave Avenue,85344,(928)669-8319,(928)699-8319,34.148138,-114.293865
Mt. Calvary Lutheran Preschool,Child Care::Center,45,,Flagstaff,2605 North Fort Valley Rd,86001,(928)779-2352,(  )  -,35.226439,-111.658758
Mt. Carmel's Little Lambs Preschool,Child Care::Center,73,,Tempe,2115 South Rural Road,85282,(480)966-1753,(480)967-6038,33.405359,-111.926115
My Little Angels Daycare,Child Care::Center,85,,Tucson,1960 South Park Ave,85713,(520)624-4081,(520)624-4081,32.199035,-110.956286
My Little Angels Daycare Center Inc,Child Care::Center,79,,Tucson,1415 W St Mary's Rd,85745,(520)624-1880,(520)624-1880,32.228974,-110.995266
N.A.C.O.G. - Camp Verde Head Start,Child Care::Center,72,,Camp Verde,353 Apache Trail,86322,(928)567-3182,(928)567-0357,34.58796,-111.863472
N.A.C.O.G. - Chino Valley Head Start,Child Care::Center,52,,Chino Valley,1985 North Road 1 West,86323,(928)636-1076,(928)636-5098,34.774372,-112.46492
N.A.C.O.G. - Clark Homes Head Start,Child Care::Center,46,,Flagstaff,1000 North Clark Circle,86001,(928)774-4021,(928)774-4122,35.208403,-111.656875
N.A.C.O.G. - Cogdill Head Start,Child Care::Center,45,,Flagstaff,301 South Paseo Del Flag,86004,(928)774-5552,(  )  -,35.185034,-111.64322
N.A.C.O.G. - Cottonwood Head Start,Child Care::Center,57,,Cottonwood,270 East Mingus,86326,(928)634-8236,(928)634-5729,34.739679,-112.025263
N.A.C.O.G. - Flagstaff Early Head Start,Child Care::Center,24,,Flagstaff,4000 North Cummings Street,86004,(928)214-8461,(928)214-8462,35.223908,-111.584246
N.A.C.O.G. - Fredonia Head Start,Child Care::Center,25,,Fredonia,221 East Horrt,86022,(928)643-6255,(928)643-6257,36.950831,-112.521963
N.A.C.O.G. - Holbrook Head Start,Child Care::Center,80,,Holbrook,165 West Arizona,86025,(928)524-6831,(928)524-1657,34.902701,-110.159274
N.A.C.O.G. - Page Head Start,Child Care::Center,49,,Page,11 Cameron Road,86040,(928)645-8080,(928)645-8081,36.907275,-111.465927
N.A.C.O.G. - Pinetop Head Start,Child Care::Center,25,,Pinetop,1721 South Penrod Avenue,85935,(928)367-2121,(928)367-2122,34.124909,-109.935639
N.A.C.O.G. - Ponderosa Head Start,Child Care::Center,98,,Flagstaff,2500 North 1St Street,86004,(928)779-3244,(928)779-1563,35.212753,-111.616928
N.A.C.O.G. - Prescott Head Start,Child Care::Center,59,,Prescott,828 Rodeo Drive,86305,(928)445-8534,(928)717-2058,34.550345,-112.483309
N.A.C.O.G. - Prescott Valley Early Head Start,Child Care::Center,32,,Prescott Valley,3045 North Tani Road,86314,(928)772-7274,(928)772-7173,34.587315,-112.3208
N.A.C.O.G. - Prescott Valley Head Start,Child Care::Center,38,,Prescott Valley,6955 Panther Path Drive,86314,(928)772-7726,(928)775-2876,34.598357,-112.342859
N.A.C.O.G. - Sedona Head Start,Child Care::Center,45,,Sedona,570 Posse Ground Road,86336,(928)204-2776,(928)282-1675,34.871099,-111.785927
N.A.C.O.G. - Siler Head Start,Child Care::Center,49,,Flagstaff,3581 North Fanning Drive,86004,(928)526-1069,(928)526-1177,35.214414,-111.595895
N.A.C.O.G. - Snowflake Head Start,Child Care::Center,25,,Snowflake,680 West 4Th South,85937,(928)536-7330,(928)536-2406,34.503855,-110.090691
N.A.C.O.G. - St. Johns Head Start,Child Care::Center,45,,St Johns,601 West Cleveland Street,85936,(928)337-4211,(928)779-0514,34.506784,-109.374627
N.A.C.O.G. - Sunnyside Head Start,Child Care::Center,20,,Flagstaff,1825 North Main,86001,(928)773-7970,(  )  -,35.205553,-111.61798
N.A.C.O.G. - Williams Head Start,Child Care::Center,25,,Williams,310 West Sherman,86046,(928)635-4273,(928)635-5388,35.248353,-112.18884
N.A.C.O.G. - Winslow Early Head Start,Child Care::Center,25,,Winslow,800 North Apache Avenue,86047,(928)774-9504,(928)779-0514,35.028809,-110.692143
N.A.C.O.G. - Winslow Head Start,Child Care::Center,85,,Winslow,Airport Rd/Old Country Cl,86047,(928)289-2651,(928)289-5401,35.019366,-110.702711
N.A.C.O.G. - Yavapai Head Start,Child Care::Center,51,,Clarkdale,601 Black Hills Drive,86324,(928)634-8308,(  )  -,34.739515,-112.054619
N.A.C.O.G. -Ash Fork Head Start,Child Care::Center,25,,Ash Fork,450 Lewis Avenue,86320,(928)637-1027,(928)637-2542,35.224942,-112.48499
Nana Lupe's Day Care,Child Care::Center,54,,Phoenix,4480 North Black Canyon Hwy,85017,(602)249-2992,(602)242-5056,33.501833,-112.113267
Nana's Place,Child Care::Center,59,,Glendale,4910 West Northern Avenue,85301,(623)435-2211,(623)435-1854,33.553235,-112.164752
Nana's Place Academy,Child Care::Center,150,,Glendale,10046 North 43Rd Avenue,85302,(623)931-5015,(623)931-5016,33.578206,-112.151722
Nanny's Daycare / Preschool,Child Care::Center,134,,Casa Grande,306 East Cottonwood Lane,85122,(520)421-1501,(520)836-7682,32.894276,-111.750707
Natural Choice Academy,Child Care::Center,182,,Phoenix,13840 North Tatum Boulevard,85032,(602)404-7820,(602)404-6435,33.612939,-111.978143
New Covenant Lutheran Church Children's Ministry Center,Child Care::Center,140,,Scottsdale,15152 North Frank Lloyd Wright Blvd,85260,(480)391-1264,(480)391-3786,33.624343,-111.877956
New Creations Day Care & Learning Center,Child Care::Center,153,,Phoenix,2904 East Roosevelt Street,85008,(602)273-7940,(602)273-3884,33.458677,-112.019098
New Day School,Child Care::Center,59,,Lake Havasu City,2200 Sotol Lane,86403,(928)855-9660,(928)855-9660,34.478105,-114.324935
New Day School (North),Child Care::Center,53,,Lake Havasu City,2915 Havasupai Boulevard,86404,(928)855-2227,(928)855-2227,34.509121,-114.314519
New Discoveries Preschool,Child Care::Center,117,,Tucson,1109 West Prince Road,85705,(520)293-5756,(520)293-6984,32.271958,-110.990883
New Life Day Care,Child Care::Center,90,,Tucson,330 West Nebraska Street,85706,(520)889-1536,(520)889-2640,32.156103,-110.973801
New Vistas Center For Education,Child Care::Center,158,,Chandler,670 North Arizona Avenue #25,85225,(480)963-2313,(480)812-9207,33.314693,-111.841702
Next Horizons,Child Care::Center,129,,Tempe,4525 South College Avenue,85282,(480)894-8870,(480)736-2589,33.38371,-111.934962
Nina's Family Child Care Center,Child Care::Center,22,,Phoenix,3502 East Indian School Road,85018,(602)335-8951,(  )  -,33.495316,-112.006697
Noah Webster Schools-- Mesa,Child Care::Center,59,,Mesa,7301 East Baseline Road,85209,(480)986-2335,(480)354-3490,33.379186,-111.674754
Noah's Ark Preschool,Child Care::Center,50,,Mesa,2745 North 32Nd Street,85213,(480)325-0687,(480)985-4341,33.465511,-111.761737
Nogales Head Start,Child Care::Center,99,,Nogales,125 East Madison,85621,(520)287-2060,(520)622-1927,31.342791,-110.93014
Northminster Christian School,Child Care::Center,59,,Tucson,2450 East Fort Lowell Rd,85719,(520)327-7121,(520)327-1839,32.264777,-110.935843
Northwest Christian Preschool,Child Care::Center,202,,Phoenix,16401 North 43Rd Avenue,85053,(602)978-5134,(602)978-5804,33.632726,-112.1509
Northwest Head Start Center,Child Care::Center,25,,Tucson,2160 North 6Th Avenue,85705,(520)884-8180,(520)622-1927,32.247099,-110.968647
Nosotros - El Rio Day Care Center,Child Care::Center,98,,Tucson,1390 West Speedway,85745,(520)623-5912,(520)624-7999,32.235921,-110.994746
Old Spanish Trail School #71401,Child Care::Center,99,,Tucson,9395 East Old Spanish Trail,85710,(520)885-8531,(  )  -,32.2079,-110.790279
Olga & Bob Strauss Center For Early Childhood Education,Child Care::Center,211,,Tucson,225 North Country Club Rd,85716,(520)325-0390,(520)327-4504,32.223822,-110.92682
Ollie Academy LLC,Child Care::Center,124,,Scottsdale,4856 East Greenway Road,85254,(602)971-1194,(  )  -,33.626325,-111.975715
Open Arms Preschool & Kindergarten LLC,Child Care::Center,211,,Tucson,9095 North Bald Eagle Ave,85742,(520)744-8505,(520)744-2445,32.372419,-111.069407
Our Lady Of Joy Roman Catholic Preschool,Child Care::Center,59,,Carefree,36811 North Pima Road,85377,(480)595-6409,(480)437-1093,33.820527,-111.891055
Our Lady Of Perpetual Help Roman Catholic Parish,Child Care::Center,59,,Glendale,7521 North 57Th Avenue,85301,(623)931-7288,(623)930-0256,33.546585,-112.180979
Our Lady Of The Lake Roman Catholic Parish Lake Havasu City,Child Care::Center,20,,Lake Havasu City,1975 Daytona Drive,86403,(928)855-2685,(928)855-7172,34.467482,-114.325781
Our Mother Of Sorrows Extend Daycare,Child Care::Center,59,,Tucson,1800 South Kolb Road,85710,(520)747-1321,(  )  -,32.200416,-110.841211
Out Of This World Christian Child Care Inc.,Child Care::Center,102,,Phoenix,3849 West Encanto Boulevard,85009,(602)272-3780,(602)272-3797,33.473048,-112.141744
Outer Limits School,Child Care::Center,203,,Tucson,3472 East Ft Lowell,85716,(520)327-0844,(520)323-2984,32.264933,-110.918802
P B And J Early Learning Center,Child Care::Center,59,,Tucson,7831 E Wrightstown Rd Suite 105 & 106,85715,(520)298-7225,(  )  -,32.250957,-110.824722
Painted Hills Preschool LLC,Child Care::Center,25,,Tucson,3295 West Speedway Blvd,85745,(520)301-7216,(  )  -,32.236216,-111.037447
Palm Valley Montessori LLC,Child Care::Center,82,,Goodyear,629 North Sarival Avenue,85338,(623)986-9516,(  )  -,33.45314,-112.40932
Palm Valley Preschool Inc. - Dba Teach N' Fun,Child Care::Center,107,,Avondale,12375 West Indian School Road,85392,(623)935-1440,(623)218-5802,33.493085,-112.326652
Palms Christian Preschool,Child Care::Center,171,,Surprise,17475 West Bell Road,85374,(623)556-2230,(623)374-3896,33.638582,-112.434871
Palo Verde Head Start,Child Care::Center,25,,Palo Verde,10700 South Palo Verde Road,85343,(623)327-3698,(  )  -,33.36249,-112.677505
Panda Bear Learning Center,Child Care::Center,38,,Phoenix,5345 North 23Rd Avenue,85015,(602)249-1566,(602)242-3855,33.51533,-112.108235
Paradise Education Center,Child Care::Center,265,,Surprise,15533 West Paradise Lane,85374,(623)546-7276,(623)975-2841,33.631251,-112.395067
Paradise For Tots Christian School,Child Care::Center,245,,Phoenix,13449 North Tatum Blvd,85032,(602)996-9772,(602)765-6422,33.610739,-111.977633
Paradise Valley Christian School,Child Care::Center,77,,Phoenix,11875 North 24Th Street,85028,(602)992-8140,(602)992-8152,33.594529,-112.030319
Paradise Valley Cooperative School,Child Care::Center,156,,Scottsdale,6239 East Bell Road,85254,(480)948-3330,(480)596-3590,33.640235,-111.945083
Paradise Valley Evangelical Lutheran Preschool,Child Care::Center,45,,Phoenix,14845 North 40Th Street,85032,(602)992-4981,(  )  -,33.621483,-111.995826
Paradise Valley United Methodist Preschool,Child Care::Center,205,,Paradise Valley,4455 East Lincoln Drive,85253,(602)840-8265,(602)840-8767,33.53123,-111.984692
Paragon Science Academy,Child Care::Center,205,,Chandler,2975 West Linda Lane,85224,(480)814-1600,(480)814-1661,33.317641,-111.893235
Parkside Christian Learning Center & Los Ninos Christian Preschool,Child Care::Center,93,,Camp Verde,401 Camp Lincoln Road,86322,(928)567-6791,(928)567-3703,34.585396,-111.861154
Patagonia Montessori Elementary School Inc.,Child Care::Center,10,,Patagonia,500 North 3Rd Avenue,85624,(520)394-9530,(520)394-2864,31.543579,-110.754961
Payson Christian School,Child Care::Center,48,,Payson,1000 East Frontier Street,85541,(928)474-8050,(928)474-3252,34.232109,-111.30985
Peace Lutheran Pre/ Kinder/ Ext,Child Care::Center,59,,Flagstaff,3430 North 4Th Street,86004,(928)526-9256,(928)526-0260,35.221342,-111.613363
Peace Lutheran Preschool,Child Care::Center,56,,Peoria,18265 North 89Th Avenue,85382,(623)972-1076,(623)972-2499,33.649941,-112.250495
Peoria A M/ P M Recreation Program - Alta Loma,Child Care::Center,125,,Peoria,9750 North 87Th Avenue,85345,(623)764-0282,(623)773-7180,33.573068,-112.246509
Peoria A M/ P M Recreation Program - Cotton Boll,Child Care::Center,55,,Peoria,8540 West Butler Drive,85345,(623)764-0448,(623)773-7180,33.559367,-112.242964
Peoria A M/ P M Recreation Program - Coyote Hills,Child Care::Center,145,,Peoria,21180 North 87Th Avenue,85382,(623)773-7133,(623)773-7180,33.673192,-112.246581
Peoria A M/ P M Recreation Program - Desert Harbor,Child Care::Center,100,,Peoria,15585 North 91St Drive,85382,(623)764-1072,(623)773-7180,33.625739,-112.253674
Peoria A M/ P M Recreation Program - Frontier,Child Care::Center,165,,Peoria,21258 North 81St Avenue,85382,(623)412-4900,(623)773-7180,33.675559,-112.231932
Peoria A M/ P M Recreation Program - Ira Murphy,Child Care::Center,59,,Peoria,7231 West North Lane,85345,(623)764-1259,(623)773-7180,33.580508,-112.214092
Peoria A M/ P M Recreation Program - Lake Pleasant Elementary,Child Care::Center,33,,Peoria,31501 North Westland Road,85383,(623)764-4928,(623)773-7180,33.767933,-112.345618
Peoria A M/ P M Recreation Program - Oakwood,Child Care::Center,150,,Peoria,12900 North 71St Avenue,85345,(623)878-0093,(623)773-7180,33.602142,-112.21157
Peoria A M/ P M Recreation Program - Oasis,Child Care::Center,150,,Peoria,7841 West Sweetwater Avenue,85381,(623)412-4815,(623)773-7180,33.602793,-112.228198
Peoria A M/ P M Recreation Program - Paseo Verde,Child Care::Center,225,,Peoria,7880 West Greenway Road,85345,(623)764-0815,(623)773-7180,33.624786,-112.228498
Peoria A M/ P M Recreation Program - Peoria,Child Care::Center,59,,Peoria,11501 North 79Th Avenue,85345,(623)764-1170,(623)773-7180,33.589741,-112.228711
Peoria A M/ P M Recreation Program - Sky View,Child Care::Center,59,,Peoria,8624 West Sweetwater Avenue,85381,(623)412-4850,(623)773-7180,33.602771,-112.244864
Peoria A M/ P M Recreation Program - Sun Valley,Child Care::Center,59,,Peoria,8361 North 95Th Avenue,85345,(623)764-1057,(623)773-7180,33.55746,-112.263603
Peoria A M/ P M Recreation Program - Sundance,Child Care::Center,125,,Peoria,7051 West Cholla Avenue,85345,(623)764-0881,(  )  -,33.588688,-112.210489
Peoria A M/ P M Recreation Program - Sunrise Family Center,Child Care::Center,80,,Peoria,21303 North 86Th Drive,85382,(623)773-8498,(623)773-7180,33.677874,-112.244562
Peoria A M/ P M Recreation Program - Vistancia,Child Care::Center,59,,Peoria,30009 North Sunrise Point,85382,(623)764-7170,(623)773-7180,33.755163,-112.332144
Peoria A M/ P M Recreation Program - Zuni Hills,Child Care::Center,305,,Peoria,10851 West Williams Road,85345,(623)773-7137,(623)773-7180,33.688924,-112.293528
Peoria Avenue Preschool,Child Care::Center,189,,Peoria,8815 West Peoria Avenue # 12,85345,(623)878-8035,(623)878-7182,33.58076,-112.2486
Peoria Child Development Center & Head Start,Child Care::Center,59,,Peoria,11708 North 80Th Avenue,85345,(623)486-7211,(623)776-1722,33.591146,-112.231229
Phoenix Children's Academy Private Preschool,Child Care::Center,238,,Gilbert,2315 South Lindsay Road,85295,(480)963-1155,(480)963-5552,33.308622,-111.7727
Phoenix Children's Academy Private Preschool # 226,Child Care::Center,209,,Surprise,15562 North Reems Road,85374,(623)201-2480,(623)201-2481,33.625242,-112.394068
Phoenix Children's Academy Private Preschool #221,Child Care::Center,210,,Peoria,7629 West Thunderbird Road,85381,(623)376-2344,(623)486-8124,33.610134,-112.223367
Phoenix Children's Academy Private Preschool #222,Child Care::Center,219,,Peoria,18820 North 83Rd Avenue,85382,(623)561-0212,(623)362-9355,33.654748,-112.237932
Phoenix Children's Academy Private Preschool #228,Child Care::Center,213,,Chandler,1850 West Germann Road,85286,(480)855-5959,(480)855-6426,33.276358,-111.877185
Phoenix Childrens Academy Private Preschool # 224,Child Care::Center,214,,Gilbert,6288 South Higley Road,85298,(480)633-5588,(480)279-0073,33.235263,-111.72077
Phoenix Childrens Academy Private Preschool # 225,Child Care::Center,196,,Phoenix,25155 North 39Th Avenue,85083,(623)582-0011,(623)582-9585,33.712336,-112.143558
Phoenix Childrens Academy Private Preschool # 229,Child Care::Center,190,,Goodyear,17670 West Elliot Road,85338,(602)396-5990,(602)396-5991,33.354781,-112.434926
Phoenix Christian Preschool,Child Care::Center,53,,Phoenix,4002 North 18Th Avenue,85015,(602)265-7728,(602)264-6012,33.494137,-112.097959
Phoenix Christian School,Child Care::Center,33,,Phoenix,2425 North 26Th Street,85008,(602)956-9330,(602)956-4207,33.474177,-112.025731
Phoenix Country Day School,Child Care::Center,59,,Paradise Valley,3901 East Stanford Drive,85253,(602)955-8200,(602)381-4552,33.517105,-111.99662
Phoenix Day Child And Family Learning Center,Child Care::Center,191,,Phoenix,115 East Tonto Street,85004,(602)252-4911,(602)252-0979,33.437955,-112.072164
Pilgrim Lutheran Church And School,Child Care::Center,52,,Mesa,3257 East University Drive,85213,(480)830-1724,(480)807-2921,33.42259,-111.761821
Pima Head Start,Child Care::Center,57,,Pima,310 South 200 East Street,85543,(928)485-3024,(520)622-1927,32.9263,-109.883
Pine Grove Preschool & Aftercare LLC,Child Care::Center,40,,Prescott,217 Grove Avenue,86301,(928)277-1424,(928)277-1478,34.544415,-112.476049
Pinnacle Presbyterian Day School,Child Care::Center,165,,Scottsdale,25150 North Pima Road,85255,(480)585-9448,(480)473-3575,33.714338,-111.890841
Pio Decimo Center,Child Care::Center,212,,Tucson,848 South 7Th Avenue,85701,(520)622-2801,(520)622-4704,32.211392,-110.970219
